Bin ID,Representative,Completeness,Contamination,Genome Size,Quality,Nr contigs,Classification,GTDBtk fastani Ref,16S rRNA,23S rRNA,5S rRNA,16S partial,23S partial,5S partial,Unique tRNAs,Total tRNAs,MIMAG,Sample,Original ID
SHD1_0801.fna.gz,Yes,99.75,0.58,2627464,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter hiranonis,GCF_008151785.1,11.0,11.0,11.0,0.0,0.0,0.0,23,88,Yes,D038,ALL_LR_SemiBin_21_D038
SHD1_1183.fna.gz,No,94.06,0.0,2738679,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAJMNU01;s__CAJMNU01 sp905214855,GCA_905214855.1,5.0,5.0,0.0,0.0,0.0,0.0,22,65,Yes,D038,ALL_LR_SemiBin_23_D038
SHD1_0611.fna.gz,No,99.88,0.42,2901877,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__,,5.0,5.0,0.0,0.0,0.0,0.0,23,57,Yes,D038,ALL_LR_SemiBin_24_D038
SHD1_0409.fna.gz,No,99.81,0.22,2922836,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGZHZ01;s__,,5.0,5.0,5.0,0.0,0.0,0.0,22,61,Yes,D038,ALL_LR_SemiBin_25_D038
SHD1_1096.fna.gz,Yes,97.94,0.61,3121840,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900550285,GCA_900550285.1,4.0,4.0,0.0,0.0,0.0,0.0,23,55,Yes,D038,ALL_LR_SemiBin_26_D038
SHD1_0074.fna.gz,No,99.95,0.03,3157903,high-quality,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005,GCA_900766005.1,10.0,10.0,10.0,0.0,0.0,0.0,22,77,Yes,D038,ALL_LR_SemiBin_27_D038
SHD1_1116.fna.gz,No,97.87,0.63,3167346,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp000435795,GCA_014385265.1,5.0,5.0,5.0,0.0,0.0,0.0,24,66,Yes,D038,ALL_LR_SemiBin_28_D038
SHD1_1097.fna.gz,No,99.93,1.01,3381918,high-quality,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__,,7.0,7.0,7.0,0.0,0.0,0.0,22,65,Yes,D038,ALL_LR_SemiBin_29_D038
SHD1_0403.fna.gz,No,99.98,0.25,3460200,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645,GCA_900546645.1,6.0,6.0,6.0,0.0,0.0,0.0,23,91,Yes,D038,ALL_LR_SemiBin_3_D038
SHD1_0496.fna.gz,No,99.9,0.31,3774402,high-quality,5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus,GCF_000157915.1,7.0,7.0,7.0,0.0,0.0,0.0,23,98,Yes,D038,ALL_LR_SemiBin_32_D038
SHD1_1178.fna.gz,Yes,99.92,1.16,2062018,high-quality,2,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885,GCF_021531475.1,7.0,7.0,1.0,0.0,0.0,0.0,24,55,Yes,D038,ALL_LR_SemiBin_33_D038
SHD1_1843.fna.gz,No,97.76,0.04,2087661,high-quality,2,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis,GCF_000384195.1,7.0,7.0,0.0,0.0,0.0,7.0,23,57,Yes,D038,ALL_LR_SemiBin_34_D038
SHD1_1055.fna.gz,No,98.67,0.69,2227956,high-quality,6,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__MGBC140090;s__,,4.0,4.0,0.0,0.0,0.0,4.0,22,48,Yes,D038,ALL_LR_SemiBin_35_D038
SHD1_1488.fna.gz,No,99.36,1.8,2715674,high-quality,14,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,,6.0,6.0,6.0,0.0,0.0,0.0,22,54,Yes,D038,ALL_LR_SemiBin_36_D038
SHD1_1489.fna.gz,No,97.85,1.5,2732539,high-quality,3,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale,GCF_010537335.1,6.0,6.0,0.0,0.0,0.0,6.0,22,66,Yes,D038,ALL_LR_SemiBin_37_D038
SHD1_0303.fna.gz,Yes,99.08,0.0,2756309,high-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__,,5.0,5.0,1.0,0.0,0.0,0.0,22,61,Yes,D038,ALL_LR_SemiBin_38_D038
SHD1_0786.fna.gz,Yes,97.28,0.07,2867064,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp900542035,GCA_900542035.1,4.0,4.0,4.0,0.0,0.0,0.0,22,58,Yes,D038,ALL_LR_SemiBin_39_D038
SHD1_0304.fna.gz,No,99.83,0.15,3601715,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,GCF_000154845.1,6.0,6.0,6.0,0.0,0.0,0.0,22,93,Yes,D038,ALL_LR_SemiBin_4_D038
SHD1_1167.fna.gz,No,100.0,1.15,3229331,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi,GCF_003287895.1,5.0,5.0,0.0,0.0,0.0,0.0,23,59,Yes,D038,ALL_LR_SemiBin_41_D038
SHD1_0459.fna.gz,No,99.7,0.24,1945723,high-quality,1,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,,4.0,4.0,4.0,0.0,0.0,0.0,22,55,Yes,D038,ALL_LR_SemiBin_44_D038
SHD1_0251.fna.gz,No,99.45,0.04,1956106,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__Avimicrobium sp934845495,GCA_934845495.1,4.0,4.0,5.0,0.0,0.0,0.0,23,68,Yes,D038,ALL_LR_SemiBin_45_D038
SHD1_1367.fna.gz,No,99.46,1.49,1984339,high-quality,1,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella phocaeensis,GCF_900119895.1,4.0,4.0,4.0,0.0,0.0,0.0,22,51,Yes,D038,ALL_LR_SemiBin_46_D038
SHD1_0531.fna.gz,No,99.91,0.34,2214007,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__,,5.0,5.0,0.0,0.0,0.0,0.0,23,58,Yes,D038,ALL_LR_SemiBin_47_D038
SHD1_0915.fna.gz,No,99.93,0.74,2272029,high-quality,1,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845,GCA_905200055.1,8.0,8.0,8.0,0.0,0.0,1.0,23,57,Yes,D038,ALL_LR_SemiBin_48_D038
SHD1_0952.fna.gz,No,99.92,0.78,2274572,high-quality,1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A rappini,GCF_900198625.1,2.0,2.0,0.0,0.0,0.0,0.0,22,37,Yes,D038,ALL_LR_SemiBin_49_D038
SHD1_0875.fna.gz,No,99.88,0.68,2501246,high-quality,2,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis_A,GCA_018369555.1,6.0,6.0,0.0,0.0,0.0,6.0,22,58,Yes,D038,ALL_LR_SemiBin_5_D038
SHD1_0737.fna.gz,Yes,98.15,0.2,3079142,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__,,4.0,4.0,4.0,0.0,0.0,0.0,22,62,Yes,D038,ALL_LR_SemiBin_51_D038
SHD1_0028.fna.gz,Yes,99.98,0.01,3308130,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp019421345,GCA_019421345.1,4.0,4.0,0.0,0.0,0.0,0.0,22,56,Yes,D038,ALL_LR_SemiBin_52_D038
SHD1_0098.fna.gz,Yes,99.97,0.05,2613771,high-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_B;s__Dorea_B phocaeensis,GCF_900240315.1,5.0,5.0,0.0,0.0,0.0,0.0,23,56,Yes,D038,ALL_LR_SemiBin_53_D038
SHD1_1120.fna.gz,No,97.12,0.49,2944626,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__,,5.0,5.0,5.0,0.0,0.0,0.0,23,65,Yes,D038,ALL_LR_SemiBin_54_D038
SHD1_1070.fna.gz,No,98.54,0.68,2739967,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900539715,GCA_900539715.1,4.0,4.0,0.0,0.0,0.0,0.0,22,57,Yes,D038,ALL_LR_SemiBin_55_D038
SHD1_1102.fna.gz,No,95.96,0.22,2031529,high-quality,1,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A faecicanis,GCF_003725295.1,6.0,6.0,0.0,0.0,0.0,0.0,23,59,Yes,D038,ALL_LR_SemiBin_57_D038
SHD1_0142.fna.gz,Yes,99.57,0.0,2810087,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp001304995,GCA_001304995.1,6.0,6.0,3.0,0.0,0.0,0.0,22,67,Yes,D038,ALL_LR_SemiBin_58_D038
SHD1_1778.fna.gz,No,90.72,1.31,2953413,high-quality,13,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__,,9.0,9.0,10.0,0.0,0.0,0.0,22,72,Yes,D038,ALL_LR_SemiBin_59_D038
SHD1_2233.fna.gz,No,98.26,5.57,2634165,medium-quality,4,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci_A,GCF_019052655.1,7.0,7.0,7.0,0.0,0.0,0.0,22,54,No,D038,ALL_LR_SemiBin_6_D038
SHD1_0886.fna.gz,No,99.62,0.64,3227080,high-quality,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp000437675,GCA_000437675.1,8.0,8.0,8.0,0.0,0.0,0.0,22,79,Yes,D038,ALL_LR_SemiBin_60_D038
SHD1_1380.fna.gz,Yes,99.97,1.64,2841284,high-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900555025,GCA_905201915.1,5.0,5.0,0.0,0.0,0.0,0.0,22,59,Yes,D038,ALL_LR_SemiBin_61_D038
SHD1_0868.fna.gz,No,97.97,0.29,3448754,high-quality,3,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp000435655,GCA_018223375.1,5.0,5.0,0.0,0.0,0.0,0.0,23,93,Yes,D038,ALL_LR_SemiBin_62_D038
SHD1_0945.fna.gz,No,99.8,0.75,2781695,high-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii,GCF_002222595.2,5.0,5.0,0.0,0.0,0.0,0.0,22,60,Yes,D038,ALL_LR_SemiBin_63_D038
SHD1_0632.fna.gz,No,98.24,0.11,2927095,high-quality,11,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A,GCF_015560805.1,6.0,6.0,6.0,0.0,0.0,0.0,24,58,Yes,D038,ALL_LR_SemiBin_64_D038
SHD1_0107.fna.gz,No,99.68,0.0,2813345,high-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata,GCF_004346095.1,6.0,6.0,6.0,0.0,0.0,0.0,23,57,Yes,D038,ALL_LR_SemiBin_65_D038
SHD1_1741.fna.gz,No,96.18,2.2,3630996,high-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__,,4.0,4.0,2.0,0.0,0.0,0.0,24,59,Yes,D038,ALL_LR_SemiBin_67_D038
SHD1_1454.fna.gz,Yes,97.93,1.44,1620516,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola;s__Merdicola sp900552655,GCA_900552655.1,2.0,2.0,0.0,0.0,0.0,0.0,22,37,Yes,D038,ALL_LR_SemiBin_68_D038
SHD1_1593.fna.gz,No,95.81,1.48,2587427,high-quality,10,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Egerieimonas;s__Egerieimonas sp900552095,GCA_900552095.1,4.0,4.0,4.0,0.0,0.0,0.0,22,60,Yes,D038,ALL_LR_SemiBin_69_D038
SHD1_1010.fna.gz,No,100.0,0.88,2701478,high-quality,4,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium sp000437715,GCF_004168205.1,9.0,9.0,0.0,0.0,0.0,9.0,22,76,Yes,D038,ALL_LR_SemiBin_7_D038
SHD1_1623.fna.gz,Yes,88.78,0.21,2234194,medium-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-317;s__CAG-317 sp900543415,GCA_900543415.1,4.0,4.0,0.0,0.0,0.0,0.0,22,44,No,D038,ALL_LR_SemiBin_71_D038
SHD1_2530.fna.gz,No,93.14,8.39,1767127,medium-quality,12,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis,GCF_000156175.1,3.0,3.0,3.0,0.0,0.0,0.0,22,65,No,D038,ALL_LR_SemiBin_73_D038
SHD1_1718.fna.gz,No,88.41,0.54,2077438,medium-quality,16,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdisoma;s__,,4.0,4.0,0.0,0.0,0.0,0.0,22,51,No,D038,ALL_LR_SemiBin_74_D038
SHD1_1946.fna.gz,No,80.45,0.02,2613143,medium-quality,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A;s__,,6.0,6.0,6.0,0.0,0.0,0.0,21,62,No,D038,ALL_LR_SemiBin_77_D038
SHD1_2511.fna.gz,No,83.88,6.24,2963699,medium-quality,8,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris,GCF_024622975.1,6.0,6.0,5.0,0.0,0.0,0.0,23,61,No,D038,ALL_LR_SemiBin_80_D038
SHD1_2599.fna.gz,No,80.16,7.15,1300108,medium-quality,8,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900553985,GCA_900553985.1,2.0,2.0,2.0,0.0,0.0,0.0,19,28,No,D038,ALL_LR_SemiBin_86_D038
SHD1_2617.fna.gz,No,67.98,5.37,2314088,medium-quality,20,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541345,GCA_900541345.1,3.0,2.0,3.0,0.0,0.0,0.0,17,38,No,D038,ALL_LR_SemiBin_87_D038
SHD1_2586.fna.gz,Yes,57.92,2.43,1947101,medium-quality,33,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus sp900553975,GCA_905199445.1,3.0,4.0,0.0,0.0,0.0,0.0,18,29,No,D038,ALL_LR_SemiBin_93_D038
SHD1_0252.fna.gz,Yes,100.0,0.15,2433377,high-quality,7,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus sp018383195,GCA_018383195.1,5.0,5.0,5.0,0.0,0.0,0.0,23,72,Yes,D038,ALL_LR_SemiBin_9_sub_D038
SHD1_2108.fna.gz,No,98.22,4.56,2276415,high-quality,10,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__Amedibacillus dolichus,GCF_000154285.1,4.0,4.0,0.0,0.0,0.0,4.0,22,42,Yes,D038,ALL_SR_SemiBin_14_D038
SHD1_1113.fna.gz,Yes,95.04,0.06,2982088,high-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__,,2.0,2.0,2.0,0.0,0.0,0.0,23,54,Yes,D038,ALL_SR_SemiBin_26_D038
SHD1_1537.fna.gz,No,99.44,2.01,3128789,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555,GCA_900556555.1,5.0,5.0,0.0,0.0,0.0,0.0,23,59,Yes,D038,ALL_SR_SemiBin_28_D038
SHD1_1656.fna.gz,No,100.0,2.56,2694571,high-quality,10,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,GCF_010669225.1,6.0,6.0,6.0,0.0,0.0,0.0,23,65,Yes,D038,ALL_SR_SemiBin_38_D038
SHD1_1311.fna.gz,No,97.55,0.98,3398961,high-quality,13,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625,GCF_001517625.2,6.0,6.0,0.0,0.0,0.0,0.0,22,73,Yes,D038,ALL_SR_SemiBin_45_D038
SHD1_1748.fna.gz,No,96.67,2.32,2543316,high-quality,8,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__,,6.0,7.0,7.0,1.0,1.0,0.0,22,63,Yes,D038,ALL_SR_SemiBin_57_D038
SHD1_0802.fna.gz,Yes,97.35,0.1,2671851,high-quality,6,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__,,3.0,3.0,3.0,0.0,0.0,0.0,24,57,Yes,D038,ALL_SR_SemiBin_60_D038
SHD1_1279.fna.gz,No,98.07,1.0,2523990,high-quality,9,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__UBA9414 sp018365895,GCA_018365895.1,6.0,6.0,0.0,0.0,0.0,0.0,23,58,Yes,D038,ALL_SR_SemiBin_66_D038
SHD1_1040.fna.gz,Yes,98.74,0.68,2750071,high-quality,3,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp902363045,GCA_902363045.1,3.0,3.0,3.0,0.0,0.0,0.0,23,60,Yes,D038,ALL_SR_SemiBin_73_D038
SHD1_1816.fna.gz,No,83.36,0.01,2017026,medium-quality,10,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900550235,GCA_900550235.1,4.0,4.0,4.0,0.0,0.0,0.0,22,44,No,D038,ALL_SR_SemiBin_77_D038
SHD1_1434.fna.gz,Yes,93.63,0.51,2245708,high-quality,13,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscilispira;s__,,3.0,3.0,3.0,0.0,0.0,0.0,23,56,Yes,D038,ALL_SR_SemiBin_79_D038
SHD1_2075.fna.gz,Yes,85.46,1.75,3436003,medium-quality,26,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__,,5.0,5.0,0.0,0.0,0.0,0.0,25,67,No,D038,ALL_SR_SemiBin_81_D038
SHD1_1886.fna.gz,No,82.99,0.25,2816962,medium-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,,5.0,5.0,5.0,0.0,0.0,0.0,23,61,No,D038,ALL_SR_SemiBin_83_D038
SHD1_1719.fna.gz,Yes,88.25,0.51,3068264,medium-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp900757145,GCA_900757145.1,4.0,4.0,4.0,0.0,0.0,0.0,22,53,No,D038,ALL_SR_SemiBin_84_D038
SHD1_2024.fna.gz,Yes,83.99,1.15,2144992,medium-quality,8,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea;s__Phocea massiliensis,GCF_900104615.1,2.0,2.0,2.0,0.0,0.0,0.0,22,53,No,D038,ALL_SR_SemiBin_87_D038
SHD1_2391.fna.gz,Yes,63.98,0.41,1200210,medium-quality,5,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella gallistercoris,GCA_000980495.1,3.0,3.0,3.0,0.0,0.0,0.0,21,46,No,D038,ALL_SR_SemiBin_90_D038
SHD1_2554.fna.gz,No,74.93,5.22,2881338,medium-quality,18,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195,GCA_902363515.1,5.0,5.0,0.0,0.0,0.0,0.0,20,41,No,D038,ALL_SR_SemiBin_91_D038
SHD1_2573.fna.gz,Yes,68.81,4.24,2278972,medium-quality,27,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__,,2.0,1.0,1.0,0.0,1.0,0.0,19,33,No,D038,ALL_SR_SemiBin_93_D038
SHD1_2359.fna.gz,Yes,66.38,0.45,1786328,medium-quality,26,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__,,3.0,2.0,0.0,0.0,1.0,2.0,14,27,No,D038,ALL_SR_SemiBin_94_D038
SHD1_2611.fna.gz,Yes,54.51,2.36,828960,medium-quality,17,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__CCUG-7971;s__,,12.0,12.0,14.0,1.0,1.0,0.0,22,80,No,D038,ALL_multi_SemiBin_100_D038
SHD1_2650.fna.gz,No,68.27,6.95,2772036,medium-quality,70,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__,,2.0,2.0,0.0,0.0,0.0,0.0,18,37,No,D038,ALL_multi_SemiBin_102_sub_D038
SHD1_0651.fna.gz,No,98.97,0.28,2872463,high-quality,10,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis,GCF_004345265.1,5.0,5.0,6.0,0.0,0.0,0.0,23,76,Yes,D038,ALL_multi_SemiBin_12_D038
SHD1_1463.fna.gz,No,98.97,1.66,2938013,high-quality,6,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Scybalocola;s__,,5.0,5.0,5.0,0.0,0.0,0.0,22,66,Yes,D038,ALL_multi_SemiBin_13_D038
SHD1_1242.fna.gz,Yes,99.55,1.21,3918016,high-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii,GCF_000239295.1,3.0,3.0,3.0,0.0,0.0,0.0,24,69,Yes,D038,ALL_multi_SemiBin_19_D038
SHD1_2058.fna.gz,No,99.2,4.38,2855498,high-quality,13,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825,GCA_003573975.1,4.0,3.0,3.0,0.0,0.0,0.0,21,60,Yes,D038,ALL_multi_SemiBin_31_D038
SHD1_0871.fna.gz,No,100.0,0.7,3340122,high-quality,3,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp000432335,GCA_000432335.1,5.0,5.0,3.0,0.0,0.0,2.0,22,59,Yes,D038,ALL_multi_SemiBin_36_D038
SHD1_0068.fna.gz,No,99.96,0.03,2941139,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus,GCF_008121495.1,5.0,5.0,0.0,0.0,0.0,0.0,22,56,Yes,D038,ALL_multi_SemiBin_51_D038
SHD1_1911.fna.gz,No,94.88,2.75,3392096,high-quality,11,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius,GCF_000187895.1,6.0,6.0,6.0,0.0,0.0,0.0,22,88,Yes,D038,ALL_multi_SemiBin_56_D038
SHD1_1913.fna.gz,No,94.47,2.68,3091152,high-quality,9,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp900538475,GCA_900538475.1,6.0,6.0,6.0,0.0,0.0,0.0,23,66,Yes,D038,ALL_multi_SemiBin_57_D038
SHD1_2065.fna.gz,No,95.3,3.65,2622414,high-quality,25,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975,GCA_900765975.1,7.0,7.0,7.0,0.0,0.0,0.0,23,72,Yes,D038,ALL_multi_SemiBin_58_D038
